@relation letterRecog-weka.filters.unsupervised.attribute.DMI-D2-N-1-F0.25-E-1-I-1-L1.0E-4

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute Class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
4,7,5,5,4,7,7,8,6,7,6,6,3,8,4,8,O
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
5,7,7,5,3,8,7.445468,5,1,7,8,8,8,9,0,8,W
4,9.683529,6,8,5,7,3,1,2,5,2,7,4,6,4,7,A
6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,M
1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8,Y
4,11,5,8,3,7,7.193277,15,1,7,7,8,3,8,0,8,H
1,0,1,1,1,6,7.486378,8,6,7,6,6,2,8,3,8,D
6,9.192534,7,7,5,5,7,6,5,9,8,11,2,8,4,10,G
1,7.209358,2,6,2,7,7,0,7,7,6,8,0,8,2,8,I
4,9,6,7,2,7,12,3,5,8,12,8,3,10,1,8,V
5,7.777076,7,6,4,6,9,6,5,8,7,8,5,8,1,7,N
5,10,7,8,3,8,12.938888,3,2,6,12,8,2,11,0,8,Y
7,15.375255,5,8,4,10,3,3,2,8,4,11,5,5,4,8,A
2,3.267798,3,3,2,6,7,5,4,9,7,10,2,9,4,10,G
5,10,6,7,3,7,7,15,0,7,6,8,3,8,0,8,H
3,4,4,5,3,8,8,4,5,7,6,8,3,8,8,9,J
5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,D
5,10,8,7,10,12,4,3,1,9,4,9,10,6,3,8,M
6,11.071002,7,7,4,8,7,2,7,11,4,6,4,8,4,7,X
4.809204,5,7,4,3,5,8,2,9,11,10,9,3,7,4,5,X
2,4,2,2,2,7,7,5,8,6,5,8,2,8,6,9,E
5,10,5,8,4,5,6,6,5,9,8,12,2,9,4,10,G
4,9,5,7,4,7,6,8,4,7,5,9,3,8,3,8,O
3,9,4,6,4,6,8,8,4,7,5,8,2,7,5,11,R
3,9,5,7,4,12,4.26857,3,3,10,2,9,3,8,4,9,A
4,6,5,5,5,10,6.502013,5,5,7,6,9,4,8,8,11,S
4,11,3,6,2,10,7.53123,4,4,12,3,7,3,8,5,10,I
2,3,4,5,1,7,8,4,2,7,13,8,3,10,0,8,V
3,5,4,4,2,5,7,5,5,9,7,10,2,8,4,9,G
6,10,8,8,4,5,9,3,6,15,7,9,2,7,2,7,J
2,4,4,3,1,7,8,2,9,11,7,7,1,8,5,6,Z
5,11,7,8,4,7,9,4,1,7,13,8,5,9,2,9,V
2,8,4,5,1,8,1.957043,3,1,7,0,8,2,7,1,8,A
3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,J
2,1,4,2,1,8,1,2,2,7,2,8,2,5,2,7,A
3,10,5,8,2,7,8,4,3,7,14,8,3,10,0,8,V
3.134761,9,4,7,2,8,7.094563,6,9,5,5,5,0,7,9,8,S
2,1,2,2,1,4,4,5,6,2,2,6,1,7,1,6,L
3,5.242557,4,4,2,7,8,5,4,7,7,7,6,9,2,5,N
2,3,3,2,1,10,2,3,1,10,2,9,2,6,2,8,A
2,1.908493,2,2,2,7,8,5,5,6,5,7,2,7,4,8,R
1,1.407935,3,1,1,7,11,1,6,7,11,8,1,11,1,8,Y
4,9,6,8,5,8,9,7,4,6,9,9,3,8,7,10,Q
4,10,6,8,6,7,6,6,5,7,7,9,8,5,2,8,M
6,14,5,8,4,8,8,4,5,11,5,9,3,9,8,11,E
2,3,4,2,2,8,7,3,4,9,4,6,2,7,3,9,R
3,5.514773,3,4,1,3,7,7,2,7,7,11,3,8,3,10,K
8,9.297739,6,5,3,7,10,6,5,14,5,4,4,10,4,7,P
5,8.389888,6,6,6,5,9,4,6,10,10,6,2,9,3,6,F
1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
2,3,4,2,2,8,7.053445,1,6,10,5,8,3,8,2,8,K
7,13,5,7,3,7,10,6,4,9,9,4,5,12,3,8,V
1,0.704185,2,1,1,6,9,7,3,7,5,8,2,7,4,11,R
3,6,4,4,3,10,7,3,5,10,3,7,3,7,3,11,R
3,10,4,7,4,8,7.264943,7,5,7,7,8,2,8,8,8,S
5,8,6,7,7,7,9,5,2,7,7,8,6,11,7,8,G
5,9,5,4,2,8,8.014519,4,3,13,7,7,3,10,3,7,S
4.408517,7,6,5,5,9,6.40504,6,3,7,4,6,5,7,8,8,R
3,4,3,3,2,4,3,4,6,2,2,6,0,7,0,6,L
4,10,6,8,7,8,7.843259,3,5,9,5,4,6,9,7,2,I
8,15,8,8,4,7,8.101037,4,3,13,8,9,3,10,3,8,S
3,4,5,3,2,6,6,1,7,10,7,10,3,7,3,8,K
4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8,W
4,6,4,4,2,3,9,5,8,10,10,12,1,8,3,7,C
3,11,4,8,2,10,6,1,8,11,3,6,0,7,1,7,J
1,2,2,3,1,8,7,5,2,8,7,9,2,9,3,9,Q
3,7,5,5,2,3,12,4,4,13,9,5,1,10,2,6,F
3,7.639212,3,6,3,9,6,6,3,8,6,11,3,9,5,8,Q
7,8.724571,7,7,4,4,8,6,8,10,10,9,3,9,2,5,U
3,4,3,3,2,8,7.384344,6,5,7,6,9,2,10,9,8,S
4,9,5,7,6,7,6,10,1,7,8,8,8,5,0,8,M
3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,V
4,9,5,7,4,6,7,6,8,5,8,11,1,7,4,9,C
6,6,5,9,4,7,7.729602,5,3,11,7,7,2,9,9,7,Z
3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6,I
3,8,5,6,3,6,11.57748,2,3,7,11,9,2,10,1,8,V
3,8,5,6,3,7,7,4,9,6,6,8,3,8,6,8,X
5,5,7,7,4,9,8,5,2,7,8,8,9,9,0,8,W
2,5.266728,4,4,2,7,3,3,2,7,2,8,3,7,2,8,A
3,4,5,6,4,9,7,5,6,8,3,7,3,6,6,8,Z
4,6,5,5,5,7,6.121623,4,7,6,4,8,4,8,5,5,D
1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,I
3,3.604122,4,3,2,6,7,5,5,9,7,10,2,9,4,9,G
5,6,7,4,4,9.016959,7,4,6,10,2,7,3,8,3,9,H
1,3,1,1,1,7,7.148524,2,7,7,6,8,0,8,2,8,I
6,10.092127,8,8,7,7,7,4,6,7,7,8,3,8,9,10,L
5,7.878959,6,6,4,6,8,6,9,6,6,13,1,8,4,9,C
5,11,7,8,6,7,7,4,8,7,6,6,3,8,5,8,R
3,8,4,6,2,8,6.831864,1,8,12,5,8,0,6,2,6,J
5.792776,7,7,5,3,4,8.2973,5,1,7,9,8,8,10,0,8,W
3,6,4,4,2,7,7.173575,14,0,7,6,8,3,8,0,8,H
3,4,4,3,2,7,7.13747,3,9,6,6,9,2,8,6,8,X
8,9,12,8,12,8,9,4,4,7,6,7,12,7,7,3,M
2,0,2,1,1,8,5.401316,11,5,7,13,8,3,10,0,8,U
3,6,5,4,3,7,6,8,6,6,4,7,3,8,3,8,O
6,10,8,8,7,6,7,3,5,9,9,9,8,6,2,7,M
3,7,5,5,3,8.771531,2,2,2,7,2,7,2,6,3,6,A
6,11,9,8,6,5,8,1,8,10,10,10,3,8,4,6,X
4,7,6,5,8,8,7,4,3,6,6,7,7,8,8,8,H
6,9,5,5,3,7,8,5,6,10,5,9,6,6,6,9,B
4,6.664293,6,5,6,8,10,5,2,7,7,8,7,9,4,9,O
4,11,5,8,4,7,7,4,4,7,6,7,2,8,4,8,X
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
7,12,6,6,6,8,7,4,5,9,6,8,6,8,8,8,B
5,10,6,7,3,7,7.30054,15,1,7,8,8,3,8,0,8,H
3,2,4,4,3,4,11,3,6,11,10,5,1,10,3,6,F
5,10,8,7,7,9,7.663064,3,6,11,5,6,3,8,3,8,O
3,4,5,6,4,9,6.57361,5,5,9,3,6,2,6,6,7,Z
3,4.54092,5,3,2,7,9,4,4,12,4,3,1,10,3,8,P
3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,S
4,7,6,6,7,7,8.117695,4,3,7,6,9,6,11,8,12,E
2,6.132834,4,5,2,5,11,3,6,11,9,5,0,9,3,6,P
6,8.517645,7,4,3,4,8,5,5,4,2,11,8,9,2,8,M
9,10.473101,12,8,8,7,7,3,6,10,7,9,3,8,4,8,H
4,6.39518,6,5,4,7,7,8,4,7,6,8,3,8,3,8,O
4,6.360918,5,5,3,6,9,10,5,7,5,8,2,8,5,10,F
3,2.397231,4,1,1,4,10,2,7,10,10,5,1,10,3,4,Y
1,0,1,0,0,7,7,7,4,7,6,8,2,8,3,8,O
6,7,8,5,4,4,8,3,6,10,10,11,4,7,3,6,K
4,7.443858,5,6,2,6,7,7,10,8,6,13,1,9,4,8,C
5,8.280406,5,6,2,4,10,1,7,10,10,6,1,11,3,3,Y
6,9,8,7,9,7,9,7,5,7,6,8,10,10,8,6,M
7,8.889104,9,8,7,7,9,6,6,7,6,6,6,9,2,6,N
2,3,3,2,2,6,7,7,5,7,6,10,3,8,3,9,H
0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
4,10,6,7,4,9,3,2,7,8,2,9,3,4,4,9,L
6,11,9,8,11,7,8.141846,3,6,5,7,10,6,12,10,6,L
3,3.333535,3,3,2,4,4,3,8,2,1,7,0,7,1,6,L
2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,K
5,6,7,5,5,8,7.574712,3,4,7,8,8,5,9,3,6,A
4.969643,9,6,6,4,4,8.581988,5,7,11,10,9,3,9,2,6,U
1,4,3,3,2,10,6.613562,3,5,10,3,6,2,8,2,9,D
3,7,4,5,4,8,7,6,6,7,6,5,2,8,7,9,B
6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,T
5,11,6,8,5,5,7.738737,8,7,10,8,13,2,11,4,10,C
5,8,7,6,4,8,7.03267,4,9,11,3,8,2,6,4,9,S
9,12,7,7,3,7,11,6,4,10,10,4,5,12,3,9,V
8,9,10,8,12,7,7.824854,5,5,7,7,7,5,10,11,10,S
2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,N
6,10,9,7,5,5,10,4,10,11,10,6,1,9,6,5,Z
3,5,5,4,3,9,6,4,7,9,4,6,2,8,3,8,D
2,2.747058,4,2,1,11,2,3,1,9,2,9,1,6,2,8,A
1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8,Y
5,11,8,9,12,9,7.218936,5,5,7,6,6,5,8,9,6,D
4,11,5,8,6,7,6.963093,5,8,7,6,9,3,8,6,9,E
4,5,6,4,3,7,7,2,8,11,7,9,2,8,4,8,E
4,7.104382,4,5,2,3,10,3,6,11,12,7,2,11,2,6,Y
3,2,3,3,3,7,7,5,7,7,6,9,2,8,5,10,E
2,3,2,1,1,8,7,6,4,8,6,8,2,8,8,8,S
5,8.073785,6,6,7,7,9,5,2,7,7,8,6,11,7,8,G
3,7.212386,6,6,2,7,6,3,0,7,0,8,2,7,1,8,A
4,7.910165,6,6,3,6,8,1,8,10,8,9,3,8,3,7,X
1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
2,4,3,3,1,6,7.284134,7,7,8,8,13,1,9,4,10,C
6,11,6,8,4,2,9,5,7,11,11,13,1,8,2,7,C
4,6.52398,5,5,3,5,11,8,3,7,4,8,2,7,6,11,R
5,8,8,6,4,7,8,3,5,10,6,7,5,8,1,7,N
9,15,8,8,4,7,8,4,4,10,7,5,4,9,5,3,Y
11,13,10,8,5,8,7.045503,4,5,9,6,7,6,9,5,9,H
3,5.203487,4,4,2,6,8,5,6,6,8,9,6,10,1,7,U
2,0,2,1,0,8,14.329573,2,4,6,10,8,0,8,0,8,T
2,3,3,5,2,8,8,8,6,5,7,9,2,7,5,11,G
5,9,7,7,5,6,8.568941,3,9,12,8,6,3,10,8,6,Z
4,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,U
2,6,3,4,1,8,6,12,5,7,13,8,3,9,0,8,U
8,10,11,9,10,7,4,4,5,6,4,8,5,3,7,7,Q
7,9,5,5,2,7,7,5,7,10,6,9,1,9,7,9,E
3,2,4,3,3,5,7.230925,4,7,7,6,10,6,8,4,9,K
3,7,3,5,1,0,0,6,6,0,1,5,0,8,0,8,L
8,10,8,8,5,3,12,3,3,10,11,8,3,9,2,6,V
3,8,3,6,2,5,9,10,5,8,6,5,2,9,4,8,P
4,2,6,4,4,8,10.549881,2,2,6,9,8,9,13,1,7,W
4,10,6,8,7,10,8,2,6,9,4,4,4,8,7,4,I
6,10,8,8,5,5,8,6,8,7,10,10,3,9,1,8,U
5,8.449688,4,6,3,6,7,6,3,9,7,9,5,9,5,8,O
8,12,7,6,3,7,10,4,6,3,5,9,5,9,2,7,N
5,6,8,4,5,9,6,3,5,9,5,7,8,6,2,8,M
3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,L
3,8.264137,5,7,1,7,15,0,6,7,11,8,0,8,0,8,T
6,9,8,7,8,7,10,6,3,5,5,11,5,7,8,7,G
2,1,3,2,2,7,7.713189,5,5,7,7,6,5,9,1,5,N
3,8,6,6,3,7,9,1,6,6,11,8,2,11,2,8,Y
5,7,8,5,5,9,6.540248,3,6,10,4,7,5,8,4,9,H
3,8,4,6,3,8,4,1,7,9,2,10,1,6,3,9,L
3,5,4,3,3,7,7,5,8,6,5,8,2,8,6,9,E
7,9,7,4,4,7,7.521931,3,5,11,7,8,6,9,4,8,H
5,11,6,8,6,6,7,7,6,7,6,11,3,8,3,9,H
4,7,6,5,4,6,6.890592,6,7,7,5,9,6,7,3,7,N
4,9,7,7,4,9,3,2,3,6,1,7,2,6,2,7,A
8,10,8,8,4,2,11.454659,5,5,13,12,6,1,11,2,5,Y
4,3,5,2,2,5,8,5,7,10,10,9,3,9,2,6,U
3,8.055583,4,7,2,5,7,7,9,6,6,13,1,7,4,8,C
5,11,8,8,5,8,2,2,3,6,1,7,3,7,4,7,A
6,10,6,8,3,7,3,15,6,7,13,8,3,9,0,8,U
2,7,3,5,2,7,7.230968,3,12,8,6,8,0,8,7,8,Z
7,12,6,6,4,5,11,2,7,12,7,5,2,9,5,4,T
3,6,4,4,2,5,3.905426,3,9,5,2,8,1,6,2,6,L
9,14,8,8,4,8,6.354543,3,7,9,7,7,6,10,4,7,K
3,5,6,4,3.491888,9,6.898809,4,6,9,5,6,3,7,4,9,R
2,2.929834,3,3,2,7,8,6,4,7,6,7,4,9,2,6,N
4.036386,9,6,6,5,8,8,2,6,12,5,6,3,8,3,8,F
2,0,2,0,1,7,7.56208,4,0,7,8,8,6,9,0,8,W
3,8,3,6,2,3,6,6,11,7,7,15,0,8,6,7,E
5,11,7,8,4,6,4,0,9,8,2,11,0,7,2,8,L
9,11,9,8,4,3,10,6,8,13,12,9,3,9,1,6,U
5,11,7,9,8,8,7,5,6,6,6,5,3,8,6,10,B
4,4,5,3,2,5,12,2,8,11,9,4,0,10,2,4,T
9,14,8,8,4,10,2,4,4,13,5,13,2,7,6,9,L
6,9,6,6,4,6,7.157782,6,6,9,7,12,2,9,4,9,G
3,3,5,2,2,6,10,3,4,10,8,7,5,8,0,8,N
6.800815,11,8,9,8,4,11,2,2,9,8,7,7,12,2,6,W
3,3,5,2,2,5,9,2,7,10,9,8,2,8,3,6,X
3,5.349174,4,4,1,8,11,2,2,5,12,8,1,11,0,8,Y
9,10,9,8,5,5,7,6,9,9,8,9,5,11,5,2,U
6,8.297855,8,9,7,8,9,5,5,7,7,9,4,6,9,6,J
3,7.06666,4,5,2,8,4,1,7,9,3,9,1,6,2,9,L
3,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,N
5,10,6,8,5,7,7,9,4,7,6,9,3,8,4,6,O
2,0,2,1,0,2,6.114835,6,4,0,3,4,0,8,0,8,L
5,9,7,6,5,7,6,7,5,5,4,9,3,7,6,9,H
5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,X
5,10,7,7,6,6,6,7,5,5,6,10,2,8,4,8,G
6,13,6,7,6,7,7,4,4,9,7,8,7,6,9,8,B
4,9,4,7,4,7,6.867274,13,1,7,5,8,3,8,0,8,H
3,4,3,3.579355,1,0,11,4,7,12,12,9,0,8,2,6,F
3,4,5,3,2,9,6,2,7,10,4,7,1,9,5,10,S
5,7.893437,7,11,11,8,8,4,2,7,8,9,4,11,8,8,Y
3,7,5,5,2,9,8.833563,4,1,6,13,8,2,10,0,8,V
5,7.285297,5,5,2,5,9,6,8,12,9,10,2,10,3,7,C
3,6,4,4,2,4,16.737069,8,1,11,6,3,0,10,4,8,P
3,5,4,3,2,8,7,7,4,9,6,8,2,8,3,8,O
5,9.091834,6,7,6,8,8,6,7,7,6,6,6,8,7,11,B
2,7,3,5,2,7,7.57639,0,7,13,6,8,0,8,1,8,I
5,9,7,7,3,6,4,1,9,8,2,10,0,7,2,8,L
8,11,8,8,4,2,11,3,6,12,12,7,1,11,2,5,Y
7,11,6,6,3,7,8,3,5,13,7,8,2,8,3,7,S
1,5.379904,0,4,1,7,7,5,3,7,6,8,0,8,0,8,I
6,10,9,8,5,3,7,3,7,10,11,12,4,7,4,7,K
2,1,3,3,2,7,7.529569,6,6,7,6,5,2,8,2,7,D
3,7,4,5,3,6,10,6,5,10,8,4,1,10,4,7,P
1,4,2,3,1,10,5.785568,2,6,12,4,9,0,7,1,7,I
3,7.540098,5,6,7,8,5,5,2,7,6,7,6,9,6,9,P
5,11,6,8,4,3,8,6,6,12,10,13,2,9,3,7,C
4,7.362671,5,6,2,7,7,8,7,7,6,8,3,8,4,8,O
4,9,5,7,4,3,8,7,3,7,5,11,3,8,2,11,K
5,9.042641,8,8,5,8,12,2,3,4,10,9,4,12,2,8,V
8,11.214975,11,9,7,6,8,1,8,10,8,9,3,8,4,6,X
2,3,3,2,2,7,7.195069,3,9,6,6,8,2,8,5,8,X
4,8,6,6,6,8.305268,8.120018,7,4,7,9,7,3,9,8,4,Y
3,5.463983,6,4,3,7,8,2,10,12,6,8,1,9,5,7,Z
4,7,6,5,4,7,7,2,7,11,6,9,3,8,4,9,E
2,8,3,6,1,12,2,9,4,14,6,13,1,6,0,8,J
2,6,4,4,3,7,7,2,7,7,6,8,0,8,8,8,Z
1,0,1,1,0,12,3,6,3,12,5,11,0,7,0,8,J
4,8,5,6,3,9,6.852437,4,7,11,4,5,3,8,3,8,D
3,5,3,4,2,8,7.384551,7,5,8,5,7,2,9,9,8,S
5,11,6,8,4,3,3.702134,4,9,2,0,7,0,7,1,5,L
6,8.430048,6,4,3,8,7,2,8,9,6,8,4,9,4,8,X
1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,I
3,10,5,7,1,8,10.159487,1,3,6,12,8,1,11,0,8,Y
2,5,4,3,3,7,7.347419,2,5,10,6,8,3,8,2,8,H
5,10,7,8,6,8,4,8,5,6,4,8,3,8,3,8,Q
2,4,3,5,3,8,7,7,3,6,6,9,3,8,5,10,Q
2,1,3,2,1,6,7,6,7,8,7,13,1,9,4,10,C
3,2,4,3,2,5,7,4,7,6,6,11,3,8,5,9,K
5,9,5,7,3,4,11.746375,2,4,9,11,7,3,10,1,8,V
7,10,6,6,4,9,7.296202,3,5,11,5,6,4,9,6,9,F
3,8,6,6,3,5,9.236096,2,6,8,12,10,2,11,2,7,Y
3,3.013991,5,3,2,8,7,3,9,6,6,9,3,7,7,9,X
3,5.384799,3,4,2,8,7,7,5,7,6,7,2,8,9,8,S
5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8,N
5,10,7,8,3,7,7,3,6,15,6,10,3,8,2,8,J
5,8.164308,6,8,3,7,7,4,15,9,6,8,0,8,8,8,Z
1,0,1,1,0,6,7,6,7,7,6,13,0,8,4,10,C
5,7,7,5,4,8,9,2,6,14,5,4,3,8,3,7,F
2,2.020259,2,2,2,6,8,4,5,6,5,7,2,7,4,9,R
3,7,3,5,1,0,1,6,6,0,1,6,0,8,0,8,L
9,10,8,5,3,6,9.028961,4,5,4,5,11,6,11,2,7,N
9,14,7,8,3,8,8,7,4,14,3,5,5,10,4,8,P
3,4,4,7,2,8,7,6,8,4,6,8,0,8,9,7,Z
5,11,7,8,7,9,6,3,7,10,4,8,3,7,5,10,B
9,13,9,7,5,10,6,2,6,11,4,7,6,11,3,9,K
2,0,3,1,1,7,5,11,5,7,14,8,3,10,0,8,U
4,9,5,7,3,9,7.446367,4,8,11,6,7,2,10,5,8,S
4,6.365692,6,4,4,10,6,1,7,11,4,8,3,8,4,11,E
3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,X
3.768695,6,6,4,3,9,6,2,6,10,3,8,4,8,4,11,K
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
2,1,2,1,0,8,10.663401,3,1,6,13,8,1,11,0,8,Y
4,6.701882,6,5,7,7,7,4,4,6,7,8,10,9,5,8,U
4,5,6,6,5,8,7.680529,4,6,6,7,7,3,10,8,10,J
8,11.366992,5,6,3,6,10,5,8,10,7,9,1,8,7,7,E
2,5.416428,4,4,3,8,7,3,5,10,5,6,2,8,4,9,B
4,9,7,7,5,9,8,4,1,6,9,8,7,11,0,8,W
6,10,8,8,6,6,7,1,7,10,6,10,3,8,4,8,K
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
5,7,5,5,3,5,8.066992,6,8,12,9,13,1,9,3,7,C
7,10.420186,9,8,8,9,6,2,5,9,5,7,9,8,2,8,M
3,4,5,6,5,8,8.654056,3,2,7,8,6,5,10,5,5,P
1,1,2,2,1,6,12,3,2,9,11,8,2,11,1,8,V
7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8,M
4,6,4,8,3,8,8,6,9,4,5,5,0,8,9,7,S
2,1.713234,2,2,0,6,7,6,9,7,6,15,0,8,4,10,C
2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10,G
2,3,3,1,2,8,6,4,6,10,4,6,2,8,2,8,D
1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,B
2,1,3,2,2,7,7,5,8,6,6,9,2,8,7,8,Z
5,6,6,6,6,7,7.11447,2,5,7,6,8,3,7,7,8,X
3,5,5,4,2,6,10,1,8,8,12,8,1,11,2,7,Y
5,10,7,8,6,9,7,2,7,11,5,8,3,8,5,10,E
5,9,6,7,4,7,7,9,5,7,7,8,3,8,3,8,O
1,-0.351603,1,0,0,8,7,6,3,6,6,8,2,8,3,8,Q
4,6.517619,5,5,4,7,8,7,7,7,8,9,3,10,5,8,T
3,8.062595,4,6,3,11,3,2,2,9,1,8,2,6,3,8,A
5,9,5,4,3,8,5,4,8,10,4,9,3,7,8,10,Q
4,10,7,8,4,9,7,0,8,9,5,7,2,8,3,8,X
4,5,5,4,3,5,6,4,8,7,7,11,3,8,5,10,K
3,8,5,6,4,4,11,2,6,11,9,6,1,10,3,6,F
2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,I
4,6,4,4,3,5,7.583084,9,7,7,6,6,2,8,3,8,D
7,9,8,4,3,9,6,4,4,13,2,7,6,8,0,7,N
6,10,8,8,5,9,5,2,6,6,7,6,0,10,4,7,I
2,1.684678,3,2,2,7,8,8,5,7,6,7,2,8,8,9,B
6,9,9,7,7,7,12,2,2,7,8,8,7,12,1,8,W
4,8,5,6,3,9,6,5,9,11,3,8,2,7,5,10,S
3,5.379179,4,4,3,5,11,7,3,10,7,2,1,10,3,6,P
2,4,4,3,2,8,8,2,5,13,4,4,1,10,2,9,P
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
2,3,3,2,2,8,7,6,4,7,7,8,2,9,9,8,S
3,6.599322,4,5,4,6,7,3,8,8,7,10,3,7,7,6,T
4,7,5,5,2,8,6,3,7,15,5,10,0,7,1,7,J
1,1,2,2,1,7,7.271201,3,8,6,6,8,2,8,5,8,X
2,4,4,3,2,8,6.407723,2,9,11,5,9,1,8,5,9,S
4,6,4,4,2,5,12.599792,4,5,11,9,4,2,11,1,5,T
5,8,7,6,6,10,6,3,6,10,4,7,2,8,5,10,B
3,5.422407,4,4,3,7,8,5,8,7,5,9,2,8,6,9,E
6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7,V
2,3,4,2,1,8,2.852067,2,2,7,2,8,2,6,2,7,A
5,10,6,8,5,7,7.452964,9,6,8,8,6,4,8,5,10,O
3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,Z
6,6,5,9,3,5.383575,11,1,3,9,10,5,4,10,6,8,Y
4,10,6,7,6,10,6.025686,3,4,8,3,6,4,8,7,7,J
3,7,5,5,6,7,5,3,3,6,5,7,3,8,9,3,S
3,5,6,3,2,9,3.379149,2,2,8,2,10,3,7,2,8,A
5,9,7,7,5,8,3.895855,1,8,9,2,10,1,6,3,9,L
5,11,4,6,3,7,7,4,3,9,6,7,3,10,8,7,G
7,12,7,7,4,1,8.330784,2,3,9,11,9,8,10,1,6,W
4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8,W
4,11.070148,5,8,5,5,7,10,7,6,5,6,3,8,3,8,D
3,7,4,5,3,6,7.639865,9,7,7,6,5,2,8,3,7,D
4,9,5,6,2,1,11,5,7,12,11,9,0,8,2,6,F
6,9.314862,7,10,6,8,7,7,4,8,7,10,3,8,6,8,Q
2,3,4,2,1,8,11,1,6,6,11,9,1,11,1,8,Y
1,3,3,2,1,7,7.354626,3,7,10,5,8,1,8,4,8,S
1,3,2,1,1,6,4,0,6,8,3,10,0,7,1,8,L
3,3,3,2,1,5,13,4,5,11,8,4,2,11,1,5,T
5,8,6,6,3,5,9,3,9,11,6,7,2,7,5,6,S
10,13,8,7,4,8,8,6,4,13,3,5,5,9,4,8,P
5,5,6,8,3,7,6,8,8,6,5,10,2,8,6,11,G
5,11,5,8,2,0,0,6,6,0,1,5,0,8,0,8,L
8,12,8,7,6,9,6.005573,3,5,9,4,8,6,8,6,8,R
4,7.716764,6,6,4,5,10,2,8,10,9,6,4,10,4,6,F
2,2.85534,3,3,1,3,4,3,8,2,1,7,0,7,1,6,L
7,8,5,11,5,8,5,5,5,11,7,8,3,9,10,7,Z
5,8,6,6,4,4,8,5,7,9,7,9,4,8,4,4,U
3,7,5,5,5,8,7,7,6,6,6,6,2,8,6,9,B
3,3.594089,4,3,3,7,9,5,5,7,6,6,5,9,2,6,N
2,4,2,3,1,4,4,4,8,2,1,6,0,7,1,6,L
4,8.415789,5,7,4,7,8,6,11,7,6,9,1,9,8,7,Z
1,6,2,4,1,10,6.105423,1,7,11,3,7,0,7,1,7,J
4,8,7,6,5,9,5,2,5,10,2,6,2,6,3,8,A
4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5,T
1,3,2,2,1,9,2,2,1,8,2,8,1,6,1,8,A
6,15,6,8,4,7,5,3,5,11,7,11,3,8,6,9,L
2,3,2,3,2,8,8,5,1,8,7,9,2,9,4,8,Q
3,2,4,4,2,4,4,4,8,2,1,7,0,7,1,6,L
6,10,9,8,7,8,9,5,4,11,4,4,2,10,3,8,P
4,10,4,5,3,10,6,4,7,11,3,9,3,6,7,11,Q
3,8,5,6,1,7,8,4,3,7,14,8,3,10,0,8,V
4,9,6,8,7,8,5,2,3,8,4,8,5,6,7,11,K
1,2.400001,2,1,0,7,7,1,7,13,6,8,0,8,1,8,I
6,8,8,6,4,7,8,1,7,10,5,8,3,8,3,8,K
5,9.0067,6,8,3,4,11,10,3,9,6,4,2,10,4,8,P
